,id,candidate,song,artist,sentiment,theme,album_release_date,line,url,lyrics_views,track_release_date,years_match,corrected_release_year,split_lyrics
225,227,Donald Trump,K.O.T.T.O.N.M.O.U.T.H.,Kottonmouth Kings,neutral,The Apprentice,2008,I'm like the Donald Trump of drinking and homie your fired,http://genius.com/Kottonmouth-kings-kottonmouth-lyrics,532,,,2008,"[""I'm"", 'like', 'the', 'Donald', 'Trump', 'of', 'drinking', 'and', 'homie', 'your', 'fired']"
226,228,Donald Trump,Your World & My World,Raekwon,positive,hotel,2011,"Wild fight, customized dice, get nice in the Trump Tower",http://genius.com/Raekwon-your-world-and-my-world-lyrics,239,2011-03-07,True,2011,"['Wild', 'fight', 'customized', 'dice', 'get', 'nice', 'in', 'the', 'Trump', 'Tower']"
227,229,Donald Trump,You Know What,Tinie Tempah,neutral,The Apprentice,2011,"Donald Trump profit, take an apprenticeship",http://genius.com/Tinie-tempah-you-know-what-lyrics,1317,,,2011,"['Donald', 'Trump', 'profit', 'take', 'an', 'apprenticeship']"
228,230,Donald Trump,Elimination Chamber,Action Bronson,positive,hotel,2012,"Backflip in a jacuzzi, forty floors inside the Trump",http://genius.com/Domo-genesis-and-alchemist-elimination-chamber-lyrics,91098,2012-07-16,True,2012,"['Backflip', 'in', 'a', 'jacuzzi', 'forty', 'floors', 'inside', 'the', 'Trump']"
229,231,Donald Trump,Help Me,Deuce,neutral,money,2012,Motherfucker I ain't got no love for some fake ass wannabe Donald Trump!,http://genius.com/Deuce-help-me-lyrics,4566,2012-04-03,True,2012,"['Motherfucker', 'I', ""ain't"", 'got', 'no', 'love', 'for', 'some', 'fake', 'ass', 'wannabe', 'Donald', 'Trump!']"
230,232,Donald Trump,Flex 36,Lil B,positive,,2013,"Stephen Curry Basedgod, Donald Trump Basedgod",http://genius.com/Lil-b-flex-36-lyrics,15196,2013-02-03,True,2013,"['Stephen', 'Curry', 'Basedgod', 'Donald', 'Trump', 'Basedgod']"
231,233,Donald Trump,Jet Life (Remix),Jeezy,positive,hotel,2012,Trump Towers I'm sky high,http://genius.com/Curren-y-jet-life-remix-lyrics,5233,,,2012,"['Trump', 'Towers', ""I'm"", 'sky', 'high']"
232,234,Donald Trump,What's Up Wit Dat,Lil Wayne,positive,money,2000,Next time you see me I'll have money like Donald Trump,http://genius.com/Juvenile-whats-up-wit-dat-lyrics,464,,,2000,"['Next', 'time', 'you', 'see', 'me', ""I'll"", 'have', 'money', 'like', 'Donald', 'Trump']"
233,235,Donald Trump,Get Down,Lil Wayne,positive,money,2004,I gotta hold up my estate like Donald Trump,http://genius.com/Lil-wayne-get-down-lyrics,21812,2004-06-29,True,2004,"['I', 'gotta', 'hold', 'up', 'my', 'estate', 'like', 'Donald', 'Trump']"
234,236,Donald Trump,Ice Cream,Lil Wayne,positive,money,2009,"I was in the trenches, now I'm in the Trump",http://genius.com/Lil-wayne-ice-cream-lyrics,84165,2009-10-31,True,2009,"['I', 'was', 'in', 'the', 'trenches', 'now', ""I'm"", 'in', 'the', 'Trump']"
235,237,Donald Trump,Racks,Lil Wayne,positive,money,2011,Get money like Donald Trump,http://genius.com/Lil-wayne-racks-on-racks-lyrics,107735,2011-07-13,True,2011,"['Get', 'money', 'like', 'Donald', 'Trump']"
236,238,Donald Trump,Ball,Lil Wayne,neutral,The Apprentice,2012,I'ma fire my blunt like Donald Trump,http://genius.com/Ti-ball-lyrics,180748,2012-10-16,True,2012,"[""I'ma"", 'fire', 'my', 'blunt', 'like', 'Donald', 'Trump']"
237,239,Donald Trump,Lil Snupe Meek Mill Freestyle Part 2,Lil' Snupe,positive,money,2013,And show her how I get it like I'm Donald Trump,http://genius.com/Lil-snupe-lil-snupe-meek-mill-freestyle-part-2-lyrics,34860,2013-05-20,True,2013,"['And', 'show', 'her', 'how', 'I', 'get', 'it', 'like', ""I'm"", 'Donald', 'Trump']"
238,240,Donald Trump,Comin' for Ya Head,Raekwon,positive,hotel,2012,"We chilling in the Trump Towers, onions and soul",http://genius.com/Wu-block-comin-for-ya-head-lyrics,1942,,,2012,"['We', 'chilling', 'in', 'the', 'Trump', 'Towers', 'onions', 'and', 'soul']"
239,241,Donald Trump,Blame the Label (Ghida Fakhry),The Narcicyst,neutral,personal,2012,We're brushing up over here (hair) like Donald Trump,http://genius.com/The-narcicyst-blame-the-label-ghida-fakhry-lyrics,824,,,2012,"[""We're"", 'brushing', 'up', 'over', 'here', '(hair)', 'like', 'Donald', 'Trump']"
240,242,Donald Trump,Perfume,Aasim,positive,hotel,2013,"Four Seasons or the Trump, come have a sleep over",http://genius.com/Aasim-perfume-lyrics,820,,,2013,"['Four', 'Seasons', 'or', 'the', 'Trump', 'come', 'have', 'a', 'sleep', 'over']"
241,243,Donald Trump,Hip Hop Quotables,Ludacris,positive,money,2003,"I buy cars with straight cash, have meetings with Donald Trump",http://genius.com/Ludacris-hip-hop-quotables-lyrics,44026,2003-10-07,True,2003,"['I', 'buy', 'cars', 'with', 'straight', 'cash', 'have', 'meetings', 'with', 'Donald', 'Trump']"
242,244,Donald Trump,Raiders Cap,Demigodz,negative,personal,2013,Blow your wig to the side like hair on Donald Trump,http://genius.com/Demigodz-raiders-cap-lyrics,10469,2013-03-05,True,2013,"['Blow', 'your', 'wig', 'to', 'the', 'side', 'like', 'hair', 'on', 'Donald', 'Trump']"
243,245,Donald Trump,Donald Trump,Mac Miller,positive,money,2011,"Take over the world when I'm on my Donald Trump shit / Look at all this money, ain't that some shit",http://genius.com/Mac-miller-donald-trump-lyrics,361904,2011-02-08,True,2011,"['Take', 'over', 'the', 'world', 'when', ""I'm"", 'on', 'my', 'Donald', 'Trump', 'shit', '/', 'Look', 'at', 'all', 'this', 'money', ""ain't"", 'that', 'some', 'shit']"
244,246,Donald Trump,Thoughts From a Balcony,Mac Miller,positive,money,2012,"My khaki's filled with cheese, my homie Sap is on the beat like it was ""Donald Trump,"" a fucking hit but I just call it luck",http://genius.com/Mac-miller-thoughts-from-a-balcony-lyrics,231916,2012-03-23,True,2012,"['My', ""khaki's"", 'filled', 'with', 'cheese', 'my', 'homie', 'Sap', 'is', 'on', 'the', 'beat', 'like', 'it', 'was', '""Donald', 'Trump""', 'a', 'fucking', 'hit', 'but', 'I', 'just', 'call', 'it', 'luck']"
245,247,Donald Trump,Dis Ain't What You Want (Remix),French Montana,negative,,2013,"You can hate, don't frown, my n---- / With Donald Trump in the trunk, my n----",http://genius.com/Lil-durk-dis-aint-what-you-want-remix-lyrics,24061,2013-11-27,True,2013,"['You', 'can', 'hate', ""don't"", 'frown', 'my', 'n----', '/', 'With', 'Donald', 'Trump', 'in', 'the', 'trunk', 'my', 'n----']"
246,248,Donald Trump,Don't Drop That,Futuristic,neutral,The Apprentice,2013,Not even Donald Trump would fire Zach,http://genius.com/Futuristic-dont-drop-that-lyrics,693,,,2013,"['Not', 'even', 'Donald', 'Trump', 'would', 'fire', 'Zach']"
247,249,Donald Trump,211,Master P,positive,money,1994,Put more cash in my pockets than Donald Trump,http://genius.com/Master-p-211-lyrics,344,1994-05-24,True,1994,"['Put', 'more', 'cash', 'in', 'my', 'pockets', 'than', 'Donald', 'Trump']"
248,250,Donald Trump,Morphine,Gorilla Warfare Tactics,positive,hotel,2013,Like I�m Trump and yelling out on the tower top of the Taj,http://genius.com/Gorilla-warfare-tactics-morphine-lyrics,186,,,2013,"['Like', 'I�m', 'Trump', 'and', 'yelling', 'out', 'on', 'the', 'tower', 'top', 'of', 'the', 'Taj']"
249,251,Donald Trump,Off the Corner,Meek Mill,positive,money,2014,Going Donald Trump numbers on the corner,http://genius.com/Meek-mill-off-the-corner-lyrics,119221,2014-04-25,True,2014,"['Going', 'Donald', 'Trump', 'numbers', 'on', 'the', 'corner']"
250,252,Donald Trump,Since Day 1,Migos,positive,money,2013,"I got the white man money, call me Donald Trump",http://genius.com/Migos-since-day-1-lyrics,3560,2013-08-03,True,2013,"['I', 'got', 'the', 'white', 'man', 'money', 'call', 'me', 'Donald', 'Trump']"
251,253,Donald Trump,Giv No Fuks,Migos,positive,,2014,"Wake up in the morning, up like Donald Trump",http://genius.com/Jeremih-giv-no-fuks-lyrics,24224,2015-12-04,False,2015,"['Wake', 'up', 'in', 'the', 'morning', 'up', 'like', 'Donald', 'Trump']"
252,254,Donald Trump,"Dag, Philly Too",Homeboy Sandman,neutral,,2013,"Before a Trump, the billionaire punks was the pattern",http://genius.com/Homeboy-sandman-dag-philly-too-lyrics,367,,,2013,"['Before', 'a', 'Trump', 'the', 'billionaire', 'punks', 'was', 'the', 'pattern']"
253,255,Donald Trump,Neighborhood Scientists,Migos,positive,money,2015,Living life like Donald Trump,http://genius.com/Migos-neighborhood-scientists-lyrics,4963,2015-09-17,True,2015,"['Living', 'life', 'like', 'Donald', 'Trump']"
254,256,Donald Trump,Bars,Migos,positive,money,2016,Billionaire looking my way I�۪m on pace / Feeling like Donald Trump back in the day,http://genius.com/Migos-bars-lyrics,54589,2016-01-18,True,2016,"['Billionaire', 'looking', 'my', 'way', 'I�۪m', 'on', 'pace', '/', 'Feeling', 'like', 'Donald', 'Trump', 'back', 'in', 'the', 'day']"
255,257,Donald Trump,Minority Report,KXNG Crooked,positive,hotel,2013,"I�m in the Trump and the National out in Sunny Isles, Miami",http://genius.com/Crooked-i-minority-report-lyrics,199,2013-02-21,True,2013,"['I�m', 'in', 'the', 'Trump', 'and', 'the', 'National', 'out', 'in', 'Sunny', 'Isles', 'Miami']"
256,258,Donald Trump,Red Dot Music,Loaded Lux,neutral,money,2013,I'm gon' rob this chump / On a party on Fifth Ave like he Donald Trump,http://genius.com/Mac-miller-red-dot-music-lyrics,333956,2013-06-18,True,2013,"[""I'm"", ""gon'"", 'rob', 'this', 'chump', '/', 'On', 'a', 'party', 'on', 'Fifth', 'Ave', 'like', 'he', 'Donald', 'Trump']"
257,259,Donald Trump,Break My Wrist,PeeWee Longway,neutral,The Apprentice,2013,"I'm Donald Trump, you think I won't fire my bitch",http://genius.com/Peewee-longway-break-my-wrist-lyrics,11075,2013-12-15,True,2013,"[""I'm"", 'Donald', 'Trump', 'you', 'think', 'I', ""won't"", 'fire', 'my', 'bitch']"
258,260,Donald Trump,Money Is My Bitch,Nas,positive,personal,1999,The best couple they seen since Trump and Marla Maple,http://genius.com/Nas-money-is-my-bitch-lyrics,13540,1999-04-06,True,1999,"['The', 'best', 'couple', 'they', 'seen', 'since', 'Trump', 'and', 'Marla', 'Maple']"
259,261,Donald Trump,Karate Chop (Freestyle),Shaquille O'Neal,neutral,money,2013,"You ain't got enough, better get a loan from Mr. Bill Gates / And Donald Trump, and Carlos Slim",http://genius.com/Shaquille-oneal-karate-chop-freestyle-lyrics,646,,,2013,"['You', ""ain't"", 'got', 'enough', 'better', 'get', 'a', 'loan', 'from', 'Mr.', 'Bill', 'Gates', '/', 'And', 'Donald', 'Trump', 'and', 'Carlos', 'Slim']"
260,262,Donald Trump,The People's Douche,Spose,neutral,money,2013,Donald Trump just asked me for spare change,http://genius.com/Spose-the-peoples-douche-lyrics,4931,2013-06-10,True,2013,"['Donald', 'Trump', 'just', 'asked', 'me', 'for', 'spare', 'change']"
261,263,Donald Trump,Make the World Go Round,Nas,positive,hotel,2008,Get the whole Trump Tower top floor for the hood,http://genius.com/Nas-make-the-world-go-round-lyrics,18514,2008-07-15,True,2008,"['Get', 'the', 'whole', 'Trump', 'Tower', 'top', 'floor', 'for', 'the', 'hood']"
262,264,Donald Trump,I Shoulda Tried Harder,Wax,neutral,,2013,But Donald Trump I ain't talking to you,http://genius.com/Wax-i-shoulda-tried-harder-lyrics,9137,,,2013,"['But', 'Donald', 'Trump', 'I', ""ain't"", 'talking', 'to', 'you']"
263,265,Donald Trump,Break My Wrist,Young Thug,neutral,The Apprentice,2013,I'm Donald Trump I just fire my bitch,http://genius.com/Peewee-longway-break-my-wrist-lyrics,11075,2013-12-15,True,2013,"[""I'm"", 'Donald', 'Trump', 'I', 'just', 'fire', 'my', 'bitch']"
264,266,Donald Trump,Loco-Motive,Nas,positive,money,2012,"Like Trump being up down up, play with cash",http://genius.com/Nas-loco-motive-lyrics,101271,2012-07-02,True,2012,"['Like', 'Trump', 'being', 'up', 'down', 'up', 'play', 'with', 'cash']"
265,267,Donald Trump,Loaded,Young Thug,neutral,,2013,(Uh!) Plottin' on Donald Trump (woo! woo!),http://genius.com/Young-thug-loaded-lyrics,54679,2013-12-25,True,2013,"['(Uh!)', ""Plottin'"", 'on', 'Donald', 'Trump', '(woo!', 'woo!)']"
266,268,Donald Trump,Country Grammar (Hot Shit),Nelly,positive,money,2000,"Bill Gates, Donald Trump, let me in now",http://genius.com/Nelly-country-grammar-hot-shit-lyrics,173871,2000-04-11,True,2000,"['Bill', 'Gates', 'Donald', 'Trump', 'let', 'me', 'in', 'now']"
267,269,Donald Trump,Its Sad Boy,Yung Gleesh,neutral,hotel,2013,Pushed a button to the Trump Towers,http://genius.com/Yung-gleesh-its-sad-boy-lyrics,27032,2013-11-13,True,2013,"['Pushed', 'a', 'button', 'to', 'the', 'Trump', 'Towers']"
268,270,Donald Trump,I Wanna Be With You,Nicki Minaj,positive,hotel,2013,"At the Trump, and you bitches at the Radisson",http://genius.com/Dj-khaled-i-wanna-be-with-you-lyrics,547031,2013-08-02,True,2013,"['At', 'the', 'Trump', 'and', 'you', 'bitches', 'at', 'the', 'Radisson']"
269,271,Donald Trump,Party Ain't A Party,2 Chainz,positive,hotel,2014,Exit the club to the Trump,http://genius.com/Jamie-foxx-party-aint-a-party-lyrics,20528,,,2014,"['Exit', 'the', 'club', 'to', 'the', 'Trump']"
270,272,Donald Trump,Last Year,Borgore,neutral,power,2014,"Fuck the Trump, I want my own tower",http://genius.com/Borgore-last-year-lyrics,7080,2014-07-20,True,2014,"['Fuck', 'the', 'Trump', 'I', 'want', 'my', 'own', 'tower']"
271,273,Donald Trump,InHeiritance,King Mez,negative,,2014,Trump for the china white and they mental like dynamite,http://genius.com/King-mez-inheiritance-lyrics,446,2014-04-10,True,2014,"['Trump', 'for', 'the', 'china', 'white', 'and', 'they', 'mental', 'like', 'dynamite']"
272,274,Donald Trump,What We Doing,Fat Trel,positive,hotel,2014,Where we at? (Trump Tower),http://genius.com/Fat-trel-what-we-doing-lyrics,20451,2014-04-01,True,2014,"['Where', 'we', 'at?', '(Trump', 'Tower)']"
273,275,Donald Trump,Sirens,Hoodie Allen,positive,hotel,2014,Last night at the Trump Tower taking drunk showers,http://genius.com/Hoodie-allen-sirens-lyrics,11204,2014-10-14,True,2014,"['Last', 'night', 'at', 'the', 'Trump', 'Tower', 'taking', 'drunk', 'showers']"
274,276,Donald Trump,Tru Master,Pete Rock,positive,money,1998,In hot pursuit of Donald Trump rap loot,http://genius.com/Pete-rock-tru-master-lyrics,5976,1998-11-10,True,1998,"['In', 'hot', 'pursuit', 'of', 'Donald', 'Trump', 'rap', 'loot']"
275,277,Donald Trump,Hollow Da Don vs. Joe Budden,Joe Budden,neutral,The Apprentice,2014,"Senseless, Apprentice I thought Da Don knew Trump (Donald Trump)",http://genius.com/Total-slaughter-hollow-da-don-vs-joe-budden-lyrics,3803,2014-07-12,True,2014,"['Senseless', 'Apprentice', 'I', 'thought', 'Da', 'Don', 'knew', 'Trump', '(Donald', 'Trump)']"
276,278,Donald Trump,Get It (DT),Pharrell,positive,money,2011,I'm talking Donald Trump level,http://genius.com/Big-sean-get-it-dt-lyrics,21801,2011-06-28,True,2011,"[""I'm"", 'talking', 'Donald', 'Trump', 'level']"
277,279,Donald Trump,Bizarre,Mouf,neutral,The Apprentice,2014,"Here trump shit, Donald Trump shit",http://genius.com/Jaygo-bizarre-lyrics,370,2014-09-26,True,2014,"['Here', 'trump', 'shit', 'Donald', 'Trump', 'shit']"
278,280,Donald Trump,The Dangerous Three,R.A. The Rugged Man,positive,power,2013,"I'm the Don: Corleone, Cornelius, Trump, King",http://genius.com/Ra-the-rugged-man-the-dangerous-three-lyrics,57519,2013-04-30,True,2013,"[""I'm"", 'the', 'Don:', 'Corleone', 'Cornelius', 'Trump', 'King']"
279,281,Donald Trump,Up Like Trump,Rae Sremmurd,positive,personal,2015,Up like Donald Trump,http://genius.com/Rae-sremmurd-up-like-trump-lyrics,330516,2015-01-06,True,2015,"['Up', 'like', 'Donald', 'Trump']"
280,282,Donald Trump,Incarcerated Scarfaces,Raekwon,positive,money,1995,"Rae's a heavy generator, but yo, guess who's the black Trump? / You rolling like Trump, you get your meat lumped",http://genius.com/Raekwon-incarcerated-scarfaces-lyrics,85058,1995-08-01,True,1995,"[""Rae's"", 'a', 'heavy', 'generator', 'but', 'yo', 'guess', ""who's"", 'the', 'black', 'Trump?', '/', 'You', 'rolling', 'like', 'Trump', 'you', 'get', 'your', 'meat', 'lumped']"
281,283,Donald Trump,Flawless Remix,Nicki Minaj,positive,hotel,2014,"I told him meet me at the Trump, Ivanka",http://genius.com/Beyonce-flawless-remix-lyrics,1307782,2014-08-02,True,2014,"['I', 'told', 'him', 'meet', 'me', 'at', 'the', 'Trump', 'Ivanka']"
282,284,Donald Trump,Dart School,Raekwon,neutral,,2011,"We was cooling in the Trump section, throwing bubbly",http://genius.com/Raekwon-dart-school-lyrics,1732,2011-03-07,True,2011,"['We', 'was', 'cooling', 'in', 'the', 'Trump', 'section', 'throwing', 'bubbly']"
283,285,Donald Trump,New York Minute (Remix),Nicki Minaj,positive,hotel,2010,I remember how it felt when the twin towers fell I was in the Trump Towers looking for some shower gel,http://genius.com/French-montana-new-york-minute-remix-lyrics,3623,2010-05-06,True,2010,"['I', 'remember', 'how', 'it', 'felt', 'when', 'the', 'twin', 'towers', 'fell', 'I', 'was', 'in', 'the', 'Trump', 'Towers', 'looking', 'for', 'some', 'shower', 'gel']"
284,286,Donald Trump,Google That,Raekwon,positive,money,2012,"Black Trump, n----, with fat pockets",http://genius.com/Nore-google-that-lyrics,4089,2012-03-01,True,2012,"['Black', 'Trump', 'n----', 'with', 'fat', 'pockets']"
285,287,Donald Trump,Hazelton Trump,OB O'Brien,positive,hotel,2014,"Uh, I know this girl, I call her Hazelton Trump",http://genius.com/Ob-obrien-hazelton-trump-lyrics,26130,2014-05-12,True,2014,"['Uh', 'I', 'know', 'this', 'girl', 'I', 'call', 'her', 'Hazelton', 'Trump']"
286,288,Donald Trump,Da Funk,Redman,positive,personal,1992,I'm well known like Donald Trump,http://genius.com/Redman-da-funk-lyrics,2648,1992-09-22,True,1992,"[""I'm"", 'well', 'known', 'like', 'Donald', 'Trump']"
287,289,Donald Trump,Sacrifices,Rich Homie Quan,positive,money,2013,"Ask Donald Trump, I want his figures",http://genius.com/Rich-homie-quan-sacrifices-lyrics,8750,2013-06-01,True,2013,"['Ask', 'Donald', 'Trump', 'I', 'want', 'his', 'figures']"
288,290,Donald Trump,10 2 10 (Remix),Rick Ross,positive,hotel,2014,"I got a place at the Trump, just to pray for advice",http://genius.com/Big-sean-10-2-10-remix-lyrics,79253,2013-12-31,False,2013,"['I', 'got', 'a', 'place', 'at', 'the', 'Trump', 'just', 'to', 'pray', 'for', 'advice']"
289,291,Donald Trump,This Is the Life,Rick Ross,positive,hotel,2008,"I'm in Trump Towers, amongst earners",http://genius.com/Rick-ross-this-is-the-life-lyrics,5520,2008-03-11,True,2008,"[""I'm"", 'in', 'Trump', 'Towers', 'amongst', 'earners']"
290,292,Donald Trump,I Mean It (Remix),Rick Ross,neutral,money,2014,I'm at the poker table like I'm Donald Trump,http://genius.com/G-eazy-i-mean-it-remix-lyrics,51119,2014-07-01,True,2014,"[""I'm"", 'at', 'the', 'poker', 'table', 'like', ""I'm"", 'Donald', 'Trump']"
291,293,Donald Trump,Pirates,Rick Ross,positive,money,2012,"Resurrection of the real, time to get the richer than Trump",http://genius.com/Rick-ross-pirates-lyrics,157646,2012-07-30,True,2012,"['Resurrection', 'of', 'the', 'real', 'time', 'to', 'get', 'the', 'richer', 'than', 'Trump']"
292,294,Donald Trump,Sixteen,Rick Ross,positive,hotel,2012,Trump Tower and I started with a 10 speed,http://genius.com/Rick-ross-sixteen-lyrics,326553,2012-07-30,True,2012,"['Trump', 'Tower', 'and', 'I', 'started', 'with', 'a', '10', 'speed']"
293,295,Donald Trump,Think Like a Man,Rick Ross,positive,hotel,2012,"Penthouse, at the Trump, sit on Collins Ave",http://genius.com/Jennifer-hudson-think-like-a-man-lyrics,23845,2012-01-13,True,2012,"['Penthouse', 'at', 'the', 'Trump', 'sit', 'on', 'Collins', 'Ave']"
294,296,Donald Trump,Maybe You Love Me,RiFF RAFF,positive,hotel,2014,Trump towers with Donald (Donald) I can't drive a Honda (uh uh),http://genius.com/Riff-raff-maybe-you-love-me-lyrics,13304,2014-06-24,True,2014,"['Trump', 'towers', 'with', 'Donald', '(Donald)', 'I', ""can't"", 'drive', 'a', 'Honda', '(uh', 'uh)']"
295,297,Donald Trump,Keith Sweat (Jodeci Freestyle),Young Tero,neutral,The Apprentice,2014,"Cause I got goons that keep the fire, no Donald Trump",http://genius.com/Young-tero-keith-sweat-jodeci-freestyle-lyrics,453,2014-01-05,True,2014,"['Cause', 'I', 'got', 'goons', 'that', 'keep', 'the', 'fire', 'no', 'Donald', 'Trump']"
296,298,Donald Trump,PNT,Apollo Brown & Ras Kass,neutral,political,2015,"He Kenyan, Trump wanted his certificate of birth",http://genius.com/Apollo-brown-and-ras-kass-pnt-lyrics,1034,2015-03-10,True,2015,"['He', 'Kenyan', 'Trump', 'wanted', 'his', 'certificate', 'of', 'birth']"
297,299,Donald Trump,She Wanna Fuck,Rick Ross,positive,money,2015,"Bel Air bottles like a boss, penthouse at the Trump",http://genius.com/Rick-ross-she-wanna-fuck-lyrics,20036,2015-09-03,True,2015,"['Bel', 'Air', 'bottles', 'like', 'a', 'boss', 'penthouse', 'at', 'the', 'Trump']"
298,300,Donald Trump,Dope Spot,Cam'ron,neutral,political,2015,"Arrogant rich n----, we might vote for Trump",http://genius.com/Camron-berner-dope-spot-lyrics,1471,2015-11-10,True,2015,"['Arrogant', 'rich', 'n----', 'we', 'might', 'vote', 'for', 'Trump']"
299,301,Donald Trump,Florida State,RiFF RAFF,positive,money,2015,"I could switch lanes, Donald Trump private planes",http://genius.com/Riff-raff-florida-state-lyrics,7295,2015-11-06,True,2015,"['I', 'could', 'switch', 'lanes', 'Donald', 'Trump', 'private', 'planes']"
300,302,Donald Trump,Have a Nice Day,Ab-Stract,negative,political,2015,Don't look like change will happen soon / Donald Trump is all that they talk about,http://genius.com/Ab-stract-have-a-nice-day-lyrics,8192,2015-09-17,True,2015,"[""Don't"", 'look', 'like', 'change', 'will', 'happen', 'soon', '/', 'Donald', 'Trump', 'is', 'all', 'that', 'they', 'talk', 'about']"
301,303,Donald Trump,Flavas Back,Chino Tovar,negative,political,2015,Stop deportation we just chasing dreams / Donald Trump - King of Slavery,http://genius.com/The-sindicate-flavas-back-lyrics,178,2015-09-21,True,2015,"['Stop', 'deportation', 'we', 'just', 'chasing', 'dreams', '/', 'Donald', 'Trump', '-', 'King', 'of', 'Slavery']"
302,304,Donald Trump,Making Some Moves,DAJ,negative,,2015,"Young n----s get it, fuck Donald Trump",http://genius.com/Daj-making-some-moves-lyrics,217,2015-01-10,True,2015,"['Young', 'n----s', 'get', 'it', 'fuck', 'Donald', 'Trump']"
303,305,Donald Trump,10 Times,Freddie Gibbs,positive,hotel,2015,"Smokin at the Trump Tower, bout to call a ho",http://genius.com/Freddie-gibbs-10-times-lyrics,14926,2015-11-18,True,2015,"['Smokin', 'at', 'the', 'Trump', 'Tower', 'bout', 'to', 'call', 'a', 'ho']"
304,306,Donald Trump,Sway in The Morning Freestyle,Eminem,negative,political,2015,I'm fucked worse than Donald Trump on Lexapro in Mexico across from a Texaco in McDonald's drunk,http://genius.com/Eminem-sway-in-the-morning-freestyle-lyrics,100754,2015-07-23,True,2015,"[""I'm"", 'fucked', 'worse', 'than', 'Donald', 'Trump', 'on', 'Lexapro', 'in', 'Mexico', 'across', 'from', 'a', 'Texaco', 'in', ""McDonald's"", 'drunk']"
305,307,Donald Trump,Straight Drop,Gucci Mane,neutral,,2015,"Hugo Boss, [?], I just Donald Trump you",http://genius.com/Gucci-mane-straight-drop-lyrics,1412,2015-03-04,True,2015,"['Hugo', 'Boss', '[?]', 'I', 'just', 'Donald', 'Trump', 'you']"
306,308,Donald Trump,So Tight,Hugh Lee,neutral,sexual,2015,She getting down and she stick it out for that money shot / Trump cake,http://genius.com/Hugh-lee-so-tight-lyrics,188,2015-04-07,True,2015,"['She', 'getting', 'down', 'and', 'she', 'stick', 'it', 'out', 'for', 'that', 'money', 'shot', '/', 'Trump', 'cake']"
307,309,Donald Trump,Spraying My Pen,Saukrates,positive,money,2013,"Ain't no apprentice, I'm Donald Trump / Get money, get money, I don't succumb",http://genius.com/K-os-spraying-my-pen-lyrics,1849,,,2013,"[""Ain't"", 'no', 'apprentice', ""I'm"", 'Donald', 'Trump', '/', 'Get', 'money', 'get', 'money', 'I', ""don't"", 'succumb']"
308,310,Donald Trump,Money and the Power,Scarface,positive,money,1991,"n---- rollin hard, stackin paper like Trump",http://genius.com/Scarface-money-and-the-power-lyrics,2774,1991-10-03,True,1991,"['n----', 'rollin', 'hard', 'stackin', 'paper', 'like', 'Trump']"
309,311,Donald Trump,Way It Go,SD,positive,political,2015,Presidential shit; the hood Donald Trump,http://genius.com/Sd-way-it-go-lyrics,274,,,2015,"['Presidential', 'shit;', 'the', 'hood', 'Donald', 'Trump']"
310,312,Donald Trump,Black Friday,Kendrick Lamar,negative,political,2015,"Play with him, bitch you better off voting for Donald Trump",http://genius.com/Kendrick-lamar-black-friday-lyrics,1198102,2015-11-27,True,2015,"['Play', 'with', 'him', 'bitch', 'you', 'better', 'off', 'voting', 'for', 'Donald', 'Trump']"
311,313,Donald Trump,One Name,Sheek Louch,positive,money,2005,"Big trips, Louis bags, welcome to the ice (bling) / Rock big enough to make Trump look twice",http://genius.com/Sheek-louch-one-name-lyrics,533,,,2005,"['Big', 'trips', 'Louis', 'bags', 'welcome', 'to', 'the', 'ice', '(bling)', '/', 'Rock', 'big', 'enough', 'to', 'make', 'Trump', 'look', 'twice']"
312,314,Donald Trump,Men of Respect,Sheek Louch,neutral,,2007,"I'm getting sex from 9th and up, that's living it up / Not Donald Trump but what, buying pies for the class",http://genius.com/Kasino-men-of-respect-lyrics,793,,,2007,"[""I'm"", 'getting', 'sex', 'from', '9th', 'and', 'up', ""that's"", 'living', 'it', 'up', '/', 'Not', 'Donald', 'Trump', 'but', 'what', 'buying', 'pies', 'for', 'the', 'class']"
313,315,Donald Trump,Ransom,Rich White Ladies,negative,,2015,Tie Donald Trump to a stump take a bump with him and a drag,http://genius.com/Rich-white-ladies-ransom-lyrics,646,2015-03-31,True,2015,"['Tie', 'Donald', 'Trump', 'to', 'a', 'stump', 'take', 'a', 'bump', 'with', 'him', 'and', 'a', 'drag']"
314,316,Donald Trump,Spend Some Cheese,Shyne,positive,money,2000,"Like Don Trump, Black Ted Turner, totin burners",http://genius.com/Shyne-spend-some-cheese-lyrics,321,,,2000,"['Like', 'Don', 'Trump', 'Black', 'Ted', 'Turner', 'totin', 'burners']"
315,317,Donald Trump,Bad Boyz,Shyne,positive,hotel,2000,What type of n---- stay in the Trump for weeks? (Bad Boyz),http://genius.com/Shyne-bad-boyz-lyrics,39178,2000-05-27,True,2000,"['What', 'type', 'of', 'n----', 'stay', 'in', 'the', 'Trump', 'for', 'weeks?', '(Bad', 'Boyz)']"
316,318,Donald Trump,Bonnie & Shyne,Shyne,neutral,hotel,2000,"Did it all, Four Seasons to the Trump",http://genius.com/Shyne-bonnie-and-shyne-lyrics,19120,,,2000,"['Did', 'it', 'all', 'Four', 'Seasons', 'to', 'the', 'Trump']"
