id,candidate,song,artist,sentiment,theme,album_release_date,line,url,lyrics_views,track_release_date,years_match,corrected_release_year,split_lyrics
268,Donald Trump,Country Grammar (Hot Shit),Nelly,positive,money,2000,"Bill Gates, Donald Trump, let me in now",http://genius.com/Nelly-country-grammar-hot-shit-lyrics,173737,4/11/00,TRUE,2000,"['Bill', 'Gates', 'Donald', 'Trump', 'let', 'me', 'in', 'now']"
269,Donald Trump,Its Sad Boy,Yung Gleesh,neutral,hotel,2013,Pushed a button to the Trump Towers,http://genius.com/Yung-gleesh-its-sad-boy-lyrics,27032,11/13/13,TRUE,2013,"['Pushed', 'a', 'button', 'to', 'the', 'Trump', 'Towers']"
270,Donald Trump,I Wanna Be With You,Nicki Minaj,positive,hotel,2013,"At the Trump, and you bitches at the Radisson",http://genius.com/Dj-khaled-i-wanna-be-with-you-lyrics,547031,8/2/13,TRUE,2013,"['At', 'the', 'Trump', 'and', 'you', 'bitches', 'at', 'the', 'Radisson']"
271,Donald Trump,Party Ain't A Party,2 Chainz,positive,hotel,2014,Exit the club to the Trump,http://genius.com/Jamie-foxx-party-aint-a-party-lyrics,20528,,,2014,"['Exit', 'the', 'club', 'to', 'the', 'Trump']"
272,Donald Trump,Last Year,Borgore,neutral,power,2014,"Fuck the Trump, I want my own tower",http://genius.com/Borgore-last-year-lyrics,7080,7/20/14,TRUE,2014,"['Fuck', 'the', 'Trump', 'I', 'want', 'my', 'own', 'tower']"
273,Donald Trump,InHeiritance,King Mez,negative,,2014,Trump for the china white and they mental like dynamite,http://genius.com/King-mez-inheiritance-lyrics,446,4/10/14,TRUE,2014,"['Trump', 'for', 'the', 'china', 'white', 'and', 'they', 'mental', 'like', 'dynamite']"
274,Donald Trump,What We Doing,Fat Trel,positive,hotel,2014,Where we at? (Trump Tower),http://genius.com/Fat-trel-what-we-doing-lyrics,20451,4/1/14,TRUE,2014,"['Where', 'we', 'at?', '(Trump', 'Tower)']"
275,Donald Trump,Sirens,Hoodie Allen,positive,hotel,2014,Last night at the Trump Tower taking drunk showers,http://genius.com/Hoodie-allen-sirens-lyrics,11201,10/14/14,TRUE,2014,"['Last', 'night', 'at', 'the', 'Trump', 'Tower', 'taking', 'drunk', 'showers']"
276,Donald Trump,Tru Master,Pete Rock,positive,money,1998,In hot pursuit of Donald Trump rap loot,http://genius.com/Pete-rock-tru-master-lyrics,5976,11/10/98,TRUE,1998,"['In', 'hot', 'pursuit', 'of', 'Donald', 'Trump', 'rap', 'loot']"
277,Donald Trump,Hollow Da Don vs. Joe Budden,Joe Budden,neutral,The Apprentice,2014,"Senseless, Apprentice I thought Da Don knew Trump (Donald Trump)",http://genius.com/Total-slaughter-hollow-da-don-vs-joe-budden-lyrics,3803,7/12/14,TRUE,2014,"['Senseless', 'Apprentice', 'I', 'thought', 'Da', 'Don', 'knew', 'Trump', '(Donald', 'Trump)']"
278,Donald Trump,Get It (DT),Pharrell,positive,money,2011,I'm talking Donald Trump level,http://genius.com/Big-sean-get-it-dt-lyrics,21801,6/28/11,TRUE,2011,"[""I'm"", 'talking', 'Donald', 'Trump', 'level']"
279,Donald Trump,Bizarre,Mouf,neutral,The Apprentice,2014,"Here trump shit, Donald Trump shit",http://genius.com/Jaygo-bizarre-lyrics,370,9/26/14,TRUE,2014,"['Here', 'trump', 'shit', 'Donald', 'Trump', 'shit']"
280,Donald Trump,The Dangerous Three,R.A. The Rugged Man,positive,power,2013,"I'm the Don: Corleone, Cornelius, Trump, King",http://genius.com/Ra-the-rugged-man-the-dangerous-three-lyrics,57519,4/30/13,TRUE,2013,"[""I'm"", 'the', 'Don:', 'Corleone', 'Cornelius', 'Trump', 'King']"
281,Donald Trump,Up Like Trump,Rae Sremmurd,positive,personal,2015,Up like Donald Trump,http://genius.com/Rae-sremmurd-up-like-trump-lyrics,330514,1/6/15,TRUE,2015,"['Up', 'like', 'Donald', 'Trump']"
282,Donald Trump,Incarcerated Scarfaces,Raekwon,positive,money,1995,"Rae's a heavy generator, but yo, guess who's the black Trump? / You rolling like Trump, you get your meat lumped",http://genius.com/Raekwon-incarcerated-scarfaces-lyrics,85058,8/1/95,TRUE,1995,"[""Rae's"", 'a', 'heavy', 'generator', 'but', 'yo', 'guess', ""who's"", 'the', 'black', 'Trump?', '/', 'You', 'rolling', 'like', 'Trump', 'you', 'get', 'your', 'meat', 'lumped']"
283,Donald Trump,Flawless Remix,Nicki Minaj,positive,hotel,2014,"I told him meet me at the Trump, Ivanka",http://genius.com/Beyonce-flawless-remix-lyrics,1307530,8/2/14,TRUE,2014,"['I', 'told', 'him', 'meet', 'me', 'at', 'the', 'Trump', 'Ivanka']"
284,Donald Trump,Dart School,Raekwon,neutral,,2011,"We was cooling in the Trump section, throwing bubbly",http://genius.com/Raekwon-dart-school-lyrics,1732,3/7/11,TRUE,2011,"['We', 'was', 'cooling', 'in', 'the', 'Trump', 'section', 'throwing', 'bubbly']"
285,Donald Trump,New York Minute (Remix),Nicki Minaj,positive,hotel,2010,I remember how it felt when the twin towers fell I was in the Trump Towers looking for some shower gel,http://genius.com/French-montana-new-york-minute-remix-lyrics,3623,5/6/10,TRUE,2010,"['I', 'remember', 'how', 'it', 'felt', 'when', 'the', 'twin', 'towers', 'fell', 'I', 'was', 'in', 'the', 'Trump', 'Towers', 'looking', 'for', 'some', 'shower', 'gel']"
286,Donald Trump,Google That,Raekwon,positive,money,2012,"Black Trump, n----, with fat pockets",http://genius.com/Nore-google-that-lyrics,4089,3/1/12,TRUE,2012,"['Black', 'Trump', 'n----', 'with', 'fat', 'pockets']"
287,Donald Trump,Hazelton Trump,OB O'Brien,positive,hotel,2014,"Uh, I know this girl, I call her Hazelton Trump",http://genius.com/Ob-obrien-hazelton-trump-lyrics,26130,5/12/14,TRUE,2014,"['Uh', 'I', 'know', 'this', 'girl', 'I', 'call', 'her', 'Hazelton', 'Trump']"
288,Donald Trump,Da Funk,Redman,positive,personal,1992,I'm well known like Donald Trump,http://genius.com/Redman-da-funk-lyrics,2648,9/22/92,TRUE,1992,"[""I'm"", 'well', 'known', 'like', 'Donald', 'Trump']"
289,Donald Trump,Sacrifices,Rich Homie Quan,positive,money,2013,"Ask Donald Trump, I want his figures",http://genius.com/Rich-homie-quan-sacrifices-lyrics,8750,6/1/13,TRUE,2013,"['Ask', 'Donald', 'Trump', 'I', 'want', 'his', 'figures']"
290,Donald Trump,10 2 10 (Remix),Rick Ross,positive,hotel,2014,"I got a place at the Trump, just to pray for advice",http://genius.com/Big-sean-10-2-10-remix-lyrics,79250,12/31/13,FALSE,2013,"['I', 'got', 'a', 'place', 'at', 'the', 'Trump', 'just', 'to', 'pray', 'for', 'advice']"
291,Donald Trump,This Is the Life,Rick Ross,positive,hotel,2008,"I'm in Trump Towers, amongst earners",http://genius.com/Rick-ross-this-is-the-life-lyrics,5520,3/11/08,TRUE,2008,"[""I'm"", 'in', 'Trump', 'Towers', 'amongst', 'earners']"
292,Donald Trump,I Mean It (Remix),Rick Ross,neutral,money,2014,I'm at the poker table like I'm Donald Trump,http://genius.com/G-eazy-i-mean-it-remix-lyrics,51119,7/1/14,TRUE,2014,"[""I'm"", 'at', 'the', 'poker', 'table', 'like', ""I'm"", 'Donald', 'Trump']"
293,Donald Trump,Pirates,Rick Ross,positive,money,2012,"Resurrection of the real, time to get the richer than Trump",http://genius.com/Rick-ross-pirates-lyrics,157646,7/30/12,TRUE,2012,"['Resurrection', 'of', 'the', 'real', 'time', 'to', 'get', 'the', 'richer', 'than', 'Trump']"
294,Donald Trump,Sixteen,Rick Ross,positive,hotel,2012,Trump Tower and I started with a 10 speed,http://genius.com/Rick-ross-sixteen-lyrics,326553,7/30/12,TRUE,2012,"['Trump', 'Tower', 'and', 'I', 'started', 'with', 'a', '10', 'speed']"
295,Donald Trump,Think Like a Man,Rick Ross,positive,hotel,2012,"Penthouse, at the Trump, sit on Collins Ave",http://genius.com/Jennifer-hudson-think-like-a-man-lyrics,23845,1/13/12,TRUE,2012,"['Penthouse', 'at', 'the', 'Trump', 'sit', 'on', 'Collins', 'Ave']"
296,Donald Trump,Maybe You Love Me,RiFF RAFF,positive,hotel,2014,Trump towers with Donald (Donald) I can't drive a Honda (uh uh),http://genius.com/Riff-raff-maybe-you-love-me-lyrics,13304,6/24/14,TRUE,2014,"['Trump', 'towers', 'with', 'Donald', '(Donald)', 'I', ""can't"", 'drive', 'a', 'Honda', '(uh', 'uh)']"
297,Donald Trump,Keith Sweat (Jodeci Freestyle),Young Tero,neutral,The Apprentice,2014,"Cause I got goons that keep the fire, no Donald Trump",http://genius.com/Young-tero-keith-sweat-jodeci-freestyle-lyrics,453,1/5/14,TRUE,2014,"['Cause', 'I', 'got', 'goons', 'that', 'keep', 'the', 'fire', 'no', 'Donald', 'Trump']"
298,Donald Trump,PNT,Apollo Brown & Ras Kass,neutral,political,2015,"He Kenyan, Trump wanted his certificate of birth",http://genius.com/Apollo-brown-and-ras-kass-pnt-lyrics,1034,3/10/15,TRUE,2015,"['He', 'Kenyan', 'Trump', 'wanted', 'his', 'certificate', 'of', 'birth']"
299,Donald Trump,She Wanna Fuck,Rick Ross,positive,money,2015,"Bel Air bottles like a boss, penthouse at the Trump",http://genius.com/Rick-ross-she-wanna-fuck-lyrics,20036,9/3/15,TRUE,2015,"['Bel', 'Air', 'bottles', 'like', 'a', 'boss', 'penthouse', 'at', 'the', 'Trump']"
300,Donald Trump,Dope Spot,Cam'ron,neutral,political,2015,"Arrogant rich n----, we might vote for Trump",http://genius.com/Camron-berner-dope-spot-lyrics,1471,11/10/15,TRUE,2015,"['Arrogant', 'rich', 'n----', 'we', 'might', 'vote', 'for', 'Trump']"
301,Donald Trump,Florida State,RiFF RAFF,positive,money,2015,"I could switch lanes, Donald Trump private planes",http://genius.com/Riff-raff-florida-state-lyrics,7295,11/6/15,TRUE,2015,"['I', 'could', 'switch', 'lanes', 'Donald', 'Trump', 'private', 'planes']"
302,Donald Trump,Have a Nice Day,Ab-Stract,negative,political,2015,Don't look like change will happen soon / Donald Trump is all that they talk about,http://genius.com/Ab-stract-have-a-nice-day-lyrics,8192,9/17/15,TRUE,2015,"[""Don't"", 'look', 'like', 'change', 'will', 'happen', 'soon', '/', 'Donald', 'Trump', 'is', 'all', 'that', 'they', 'talk', 'about']"
303,Donald Trump,Flavas Back,Chino Tovar,negative,political,2015,Stop deportation we just chasing dreams / Donald Trump - King of Slavery,http://genius.com/The-sindicate-flavas-back-lyrics,178,9/21/15,TRUE,2015,"['Stop', 'deportation', 'we', 'just', 'chasing', 'dreams', '/', 'Donald', 'Trump', '-', 'King', 'of', 'Slavery']"
304,Donald Trump,Making Some Moves,DAJ,negative,,2015,"Young n----s get it, fuck Donald Trump",http://genius.com/Daj-making-some-moves-lyrics,217,1/10/15,TRUE,2015,"['Young', 'n----s', 'get', 'it', 'fuck', 'Donald', 'Trump']"
305,Donald Trump,10 Times,Freddie Gibbs,positive,hotel,2015,"Smokin at the Trump Tower, bout to call a ho",http://genius.com/Freddie-gibbs-10-times-lyrics,14926,11/18/15,TRUE,2015,"['Smokin', 'at', 'the', 'Trump', 'Tower', 'bout', 'to', 'call', 'a', 'ho']"
306,Donald Trump,Sway in The Morning Freestyle,Eminem,negative,political,2015,I'm fucked worse than Donald Trump on Lexapro in Mexico across from a Texaco in McDonald's drunk,http://genius.com/Eminem-sway-in-the-morning-freestyle-lyrics,100754,7/23/15,TRUE,2015,"[""I'm"", 'fucked', 'worse', 'than', 'Donald', 'Trump', 'on', 'Lexapro', 'in', 'Mexico', 'across', 'from', 'a', 'Texaco', 'in', ""McDonald's"", 'drunk']"
307,Donald Trump,Straight Drop,Gucci Mane,neutral,,2015,"Hugo Boss, [?], I just Donald Trump you",http://genius.com/Gucci-mane-straight-drop-lyrics,1412,3/4/15,TRUE,2015,"['Hugo', 'Boss', '[?]', 'I', 'just', 'Donald', 'Trump', 'you']"
308,Donald Trump,So Tight,Hugh Lee,neutral,sexual,2015,She getting down and she stick it out for that money shot / Trump cake,http://genius.com/Hugh-lee-so-tight-lyrics,188,4/7/15,TRUE,2015,"['She', 'getting', 'down', 'and', 'she', 'stick', 'it', 'out', 'for', 'that', 'money', 'shot', '/', 'Trump', 'cake']"
309,Donald Trump,Spraying My Pen,Saukrates,positive,money,2013,"Ain't no apprentice, I'm Donald Trump / Get money, get money, I don't succumb",http://genius.com/K-os-spraying-my-pen-lyrics,1849,,,2013,"[""Ain't"", 'no', 'apprentice', ""I'm"", 'Donald', 'Trump', '/', 'Get', 'money', 'get', 'money', 'I', ""don't"", 'succumb']"
310,Donald Trump,Money and the Power,Scarface,positive,money,1991,"n---- rollin hard, stackin paper like Trump",http://genius.com/Scarface-money-and-the-power-lyrics,2774,10/3/91,TRUE,1991,"['n----', 'rollin', 'hard', 'stackin', 'paper', 'like', 'Trump']"
311,Donald Trump,Way It Go,SD,positive,political,2015,Presidential shit; the hood Donald Trump,http://genius.com/Sd-way-it-go-lyrics,274,,,2015,"['Presidential', 'shit;', 'the', 'hood', 'Donald', 'Trump']"
312,Donald Trump,Black Friday,Kendrick Lamar,negative,political,2015,"Play with him, bitch you better off voting for Donald Trump",http://genius.com/Kendrick-lamar-black-friday-lyrics,1197639,11/27/15,TRUE,2015,"['Play', 'with', 'him', 'bitch', 'you', 'better', 'off', 'voting', 'for', 'Donald', 'Trump']"
313,Donald Trump,One Name,Sheek Louch,positive,money,2005,"Big trips, Louis bags, welcome to the ice (bling) / Rock big enough to make Trump look twice",http://genius.com/Sheek-louch-one-name-lyrics,533,,,2005,"['Big', 'trips', 'Louis', 'bags', 'welcome', 'to', 'the', 'ice', '(bling)', '/', 'Rock', 'big', 'enough', 'to', 'make', 'Trump', 'look', 'twice']"
314,Donald Trump,Men of Respect,Sheek Louch,neutral,,2007,"I'm getting sex from 9th and up, that's living it up / Not Donald Trump but what, buying pies for the class",http://genius.com/Kasino-men-of-respect-lyrics,793,,,2007,"[""I'm"", 'getting', 'sex', 'from', '9th', 'and', 'up', ""that's"", 'living', 'it', 'up', '/', 'Not', 'Donald', 'Trump', 'but', 'what', 'buying', 'pies', 'for', 'the', 'class']"
315,Donald Trump,Ransom,Rich White Ladies,negative,,2015,Tie Donald Trump to a stump take a bump with him and a drag,http://genius.com/Rich-white-ladies-ransom-lyrics,646,3/31/15,TRUE,2015,"['Tie', 'Donald', 'Trump', 'to', 'a', 'stump', 'take', 'a', 'bump', 'with', 'him', 'and', 'a', 'drag']"
316,Donald Trump,Spend Some Cheese,Shyne,positive,money,2000,"Like Don Trump, Black Ted Turner, totin burners",http://genius.com/Shyne-spend-some-cheese-lyrics,321,,,2000,"['Like', 'Don', 'Trump', 'Black', 'Ted', 'Turner', 'totin', 'burners']"
317,Donald Trump,Bad Boyz,Shyne,positive,hotel,2000,What type of n---- stay in the Trump for weeks? (Bad Boyz),http://genius.com/Shyne-bad-boyz-lyrics,39178,5/27/00,TRUE,2000,"['What', 'type', 'of', 'n----', 'stay', 'in', 'the', 'Trump', 'for', 'weeks?', '(Bad', 'Boyz)']"
318,Donald Trump,Bonnie & Shyne,Shyne,neutral,hotel,2000,"Did it all, Four Seasons to the Trump",http://genius.com/Shyne-bonnie-and-shyne-lyrics,19120,,,2000,"['Did', 'it', 'all', 'Four', 'Seasons', 'to', 'the', 'Trump']"
319,Donald Trump,Free Enterprise,Rick Ross,negative,political,2015,Assassinate Trump like I'm Zimmerman,http://genius.com/Rick-ross-free-enterprise-lyrics,52016,12/4/15,TRUE,2015,"['Assassinate', 'Trump', 'like', ""I'm"", 'Zimmerman']"
320,Donald Trump,El Chapo,The Game,negative,personal,2015,Come through and knock Donald Trump out his toupee,http://genius.com/The-game-el-chapo-lyrics,587946,10/16/15,TRUE,2015,"['Come', 'through', 'and', 'knock', 'Donald', 'Trump', 'out', 'his', 'toupee']"
321,Donald Trump,"Blase (Jeezy, Juicy J & Diddy Remix)",Ty Dolla $ign,negative,political,2015,I donï¿_t fuck with Donald Trump he donï¿_t like us,http://genius.com/Ty-dolla-sign-blase-jeezy-juicy-j-and-diddy-remix-lyrics,3984,,,2015,"['I', 'donï¿_t', 'fuck', 'with', 'Donald', 'Trump', 'he', 'donï¿_t', 'like', 'us']"
322,Donald Trump,Coke & Wet,Spank Rock,positive,money,2006,"That's Wall Street, Donald Trump, bass grilla stack",http://genius.com/Spank-rock-coke-and-wet-lyrics,463,4/18/06,TRUE,2006,"[""That's"", 'Wall', 'Street', 'Donald', 'Trump', 'bass', 'grilla', 'stack']"
323,Donald Trump,R.I.C.O. (Remix),Waka Flocka Flame,negative,political,2015,"And fuck Donald Trump, man / I'm sending you straight to Mexico to live in, motherfucker",http://genius.com/Waka-flocka-flame-rico-remix-lyrics,7813,,,2015,"['And', 'fuck', 'Donald', 'Trump', 'man', '/', ""I'm"", 'sending', 'you', 'straight', 'to', 'Mexico', 'to', 'live', 'in', 'motherfucker']"
324,Donald Trump,Loco,Young Buck,negative,political,2015,And I'm fuck wat Donald Trump talk bout I like change when I met Rosetta,http://genius.com/Young-buck-loco-lyrics,7642,7/24/15,TRUE,2015,"['And', ""I'm"", 'fuck', 'wat', 'Donald', 'Trump', 'talk', 'bout', 'I', 'like', 'change', 'when', 'I', 'met', 'Rosetta']"
325,Donald Trump,Big Tyme,Stretch,positive,money,2001,"I'm beyond that, livin' like Trump",http://genius.com/E-money-bags-big-time-lyrics,1748,,,2001,"[""I'm"", 'beyond', 'that', ""livin'"", 'like', 'Trump']"
326,Donald Trump,Pussy,Strings,positive,money,2002,I'm sitting on some make em holla pussy / Bill Gates Donald Trump million dollar pussy,http://genius.com/Strings-pussy-lyrics,1986,,,2002,"[""I'm"", 'sitting', 'on', 'some', 'make', 'em', 'holla', 'pussy', '/', 'Bill', 'Gates', 'Donald', 'Trump', 'million', 'dollar', 'pussy']"
327,Donald Trump,Computers (Freestyle),Migos,neutral,hotel,2015,Smoking power at the Trump tower,http://genius.com/Migos-computers-freestyle-lyrics,31624,1/26/15,TRUE,2015,"['Smoking', 'power', 'at', 'the', 'Trump', 'tower']"
328,Donald Trump,Trap Problems,Migos,neutral,The Apprentice,2015,"Feeling like Donald Trump, bitch you is fired",http://genius.com/Migos-trap-problems-lyrics,24667,9/17/15,TRUE,2015,"['Feeling', 'like', 'Donald', 'Trump', 'bitch', 'you', 'is', 'fired']"
329,Donald Trump,Zion,Omen,neutral,,2015,"No Donald Trump, Bill Gates or Bruce Wayne / The only thing I had to my name was a few dreams",http://genius.com/Omen-zion-lyrics,6294,7/21/15,TRUE,2015,"['No', 'Donald', 'Trump', 'Bill', 'Gates', 'or', 'Bruce', 'Wayne', '/', 'The', 'only', 'thing', 'I', 'had', 'to', 'my', 'name', 'was', 'a', 'few', 'dreams']"
330,Donald Trump,MONEY LIKE MY OG,Swagg Porter & Star,positive,hotel,2012,"Now its 1st class Flights, Penthouse at the Trump for the Night",http://genius.com/Swagg-porter-and-star-money-like-my-og-lyrics,259,,,2012,"['Now', 'its', '1st', 'class', 'Flights', 'Penthouse', 'at', 'the', 'Trump', 'for', 'the', 'Night']"
331,Donald Trump,I Think I'm Swipa,Swipa,positive,money,2013,Getting these dollars call me Swipa Trump,http://genius.com/Swipa-i-think-im-swipa-lyrics,612,,,2013,"['Getting', 'these', 'dollars', 'call', 'me', 'Swipa', 'Trump']"
332,Donald Trump,I Need Dollas,T.I.,positive,money,2012,Used to want dough like JC but now I'm thinking Donald Trump,http://genius.com/Ti-i-need-dollas-lyrics,6113,,,2012,"['Used', 'to', 'want', 'dough', 'like', 'JC', 'but', 'now', ""I'm"", 'thinking', 'Donald', 'Trump']"
333,Donald Trump,Buku,Robb Bank$,positive,hotel,2015,I'm with my Mexican bitch at the Trump,http://genius.com/Robb-bank-buku-lyrics,9374,10/2/15,TRUE,2015,"[""I'm"", 'with', 'my', 'Mexican', 'bitch', 'at', 'the', 'Trump']"
334,Donald Trump,Gratitude,Talib Kweli,positive,hotel,2015,Joey made this beat in the Trump Tower,http://genius.com/Talib-kweli-gratitude-lyrics,2850,,,2015,"['Joey', 'made', 'this', 'beat', 'in', 'the', 'Trump', 'Tower']"
335,Donald Trump,Fired,Tech N9ne,neutral,The Apprentice,2015,Donald Trump! (Fire that bitch!),http://genius.com/Tech-n9ne-fired-lyrics,8031,11/20/15,TRUE,2015,"['Donald', 'Trump!', '(Fire', 'that', 'bitch!)']"
336,Donald Trump,Wet Dollars,Tink,positive,hotel,2015,Downtown livin' at the Trump,http://genius.com/Tink-wet-dollars-lyrics,19193,6/1/15,TRUE,2015,"['Downtown', ""livin'"", 'at', 'the', 'Trump']"
337,Donald Trump,Purpose,Young Thug,neutral,,2015,"No Donald, I'd Trump that bitch",http://genius.com/Young-thug-purpose-lyrics,4943,3/11/15,TRUE,2015,"['No', 'Donald', ""I'd"", 'Trump', 'that', 'bitch']"
338,Donald Trump,Datpiff (freeverse series Ep. 4),Chris Webby,neutral,,2016,You'll never see it like Donald Trump on a prayer mat,http://genius.com/Chris-webby-datpiff-freeverse-series-ep-4-lyrics,5685,6/1/16,TRUE,2016,"[""You'll"", 'never', 'see', 'it', 'like', 'Donald', 'Trump', 'on', 'a', 'prayer', 'mat']"
339,Donald Trump,Driving Gloves,The Alchemist,positive,money,2015,"Pockets Trump like I just struck the lottery, lotto",http://genius.com/Gangrene-driving-gloves-lyrics,906,7/17/15,TRUE,2015,"['Pockets', 'Trump', 'like', 'I', 'just', 'struck', 'the', 'lottery', 'lotto']"
340,Donald Trump,Gucci Comin Home,BIA,neutral,,2016,Man if Gucci comin' home then we don't need no Donald Trump,http://genius.com/Bia-gucci-comin-home-lyrics,6802,3/7/16,TRUE,2016,"['Man', 'if', 'Gucci', ""comin'"", 'home', 'then', 'we', ""don't"", 'need', 'no', 'Donald', 'Trump']"
341,Donald Trump,Pimps (Free Stylin at the Fortune 500 Club),The Coup,positive,money,1994,Trump Trump check out the cash in my trunk / I am Donald Trump me think you mighta heard about me,http://genius.com/The-coup-pimps-free-stylin-at-the-fortune-500-club-lyrics,6266,10/13/94,TRUE,1994,"['Trump', 'Trump', 'check', 'out', 'the', 'cash', 'in', 'my', 'trunk', '/', 'I', 'am', 'Donald', 'Trump', 'me', 'think', 'you', 'mighta', 'heard', 'about', 'me']"
342,Donald Trump,World War 6,Boosie Badazz,neutral,political,2016,"If Trump wins, heï¿_s saying heï¿_s building the wall to stop the dope",http://genius.com/Boosie-badazz-world-war-6-lyrics,2066,2/14/16,TRUE,2016,"['If', 'Trump', 'wins', 'heï¿_s', 'saying', 'heï¿_s', 'building', 'the', 'wall', 'to', 'stop', 'the', 'dope']"
343,Donald Trump,Pop Style (Remix),Devvon Terrell,neutral,personal,2016,You want official like Donald Trump hair,http://genius.com/Devvon-terrell-pop-style-remix-lyrics,8202,4/25/16,TRUE,2016,"['You', 'want', 'official', 'like', 'Donald', 'Trump', 'hair']"
344,Donald Trump,Slenderman,Germ,neutral,,2016,"That gives no fuck, like Trump and such",http://genius.com/Uicideboy-x-germ-slenderman-lyrics,36114,4/6/16,TRUE,2016,"['That', 'gives', 'no', 'fuck', 'like', 'Trump', 'and', 'such']"
345,Donald Trump,Misconceptions 3,Jgivens,neutral,political,2016,They shocked to see us like Donald Trump up in a taqueria,http://genius.com/Lecrae-misconceptions-3-lyrics,33533,1/15/16,TRUE,2016,"['They', 'shocked', 'to', 'see', 'us', 'like', 'Donald', 'Trump', 'up', 'in', 'a', 'taqueria']"
346,Donald Trump,Lost a Fan,KXNG Crooked,neutral,money,2016,"She homeless and they don't give a fuck / Gentrification, they laughin' getting rich as Trump",http://genius.com/Statik-kxng-lost-a-fan-lyrics,1431,2/12/16,TRUE,2016,"['She', 'homeless', 'and', 'they', ""don't"", 'give', 'a', 'fuck', '/', 'Gentrification', 'they', ""laughin'"", 'getting', 'rich', 'as', 'Trump']"
347,Donald Trump,FLEM,A$AP Ferg,negative,political,2016,"Trump win, I'm flying off the soil",http://genius.com/A-ap-ferg-flem-lyrics,8462,4/20/16,TRUE,2016,"['Trump', 'win', ""I'm"", 'flying', 'off', 'the', 'soil']"
348,Donald Trump,Living the Life,The Notorious B.I.G.,positive,money,2005,"Twenty seven cars and a twelve bedroom house, Now they call me Snoopy Trump",http://genius.com/The-notorious-big-living-the-life-lyrics,9615,12/20/05,TRUE,2005,"['Twenty', 'seven', 'cars', 'and', 'a', 'twelve', 'bedroom', 'house', 'Now', 'they', 'call', 'me', 'Snoopy', 'Trump']"
349,Donald Trump,Thought U Lost It,Caskey,negative,political,2016,Our country-fucked if I'm assessin' the candidates / If Donald Trump wins maybe a man of space,http://genius.com/Caskey-thought-u-lost-it-lyrics,2188,2/9/16,TRUE,2016,"['Our', 'country-fucked', 'if', ""I'm"", ""assessin'"", 'the', 'candidates', '/', 'If', 'Donald', 'Trump', 'wins', 'maybe', 'a', 'man', 'of', 'space']"
350,Donald Trump,I Need,Croosh,negative,political,2016,I want to buy Donald Trump and sell him to El Chapo,http://genius.com/Croosh-i-need-lyrics,22708,3/19/16,TRUE,2016,"['I', 'want', 'to', 'buy', 'Donald', 'Trump', 'and', 'sell', 'him', 'to', 'El', 'Chapo']"
351,Donald Trump,Bad Boy on Death Row,Dave East,negative,,2016,"Donald Trump ain't safe on my block, gotcha your wifey at IHOP",http://genius.com/Dave-east-bad-boy-on-death-row-lyrics,14831,5/23/16,TRUE,2016,"['Donald', 'Trump', ""ain't"", 'safe', 'on', 'my', 'block', 'gotcha', 'your', 'wifey', 'at', 'IHOP']"
352,Donald Trump,CIT4DT,Dooley,negative,political,2016,We got a chopper in the trunk for Donald Trump,http://genius.com/Dooley-cit4dt-lyrics,2196,3/27/15,FALSE,2015,"['We', 'got', 'a', 'chopper', 'in', 'the', 'trunk', 'for', 'Donald', 'Trump']"
353,Donald Trump,Hard (Freestyle),"Royce Da 5'9""",positive,hotel,2016,I'm flyer than Mos Def in a Trump tower surrounded by four chefs,http://genius.com/Royce-da-59-hard-freestyle-lyrics,11912,4/15/16,TRUE,2016,"[""I'm"", 'flyer', 'than', 'Mos', 'Def', 'in', 'a', 'Trump', 'tower', 'surrounded', 'by', 'four', 'chefs']"
354,Donald Trump,High Seas (C+),Tom Hobbes,positive,money,2013,And I'm all about that real estate so Donald Trump I feel you,http://genius.com/Tom-hobbes-high-seas-c-lyrics,94,,,2013,"['And', ""I'm"", 'all', 'about', 'that', 'real', 'estate', 'so', 'Donald', 'Trump', 'I', 'feel', 'you']"
355,Donald Trump,Priceless,Tory Lanez,positive,money,2014,I'm countin' money like I'm Donald Trump,http://genius.com/Tory-lanez-priceless-lyrics,33747,10/1/14,TRUE,2014,"[""I'm"", ""countin'"", 'money', 'like', ""I'm"", 'Donald', 'Trump']"
356,Donald Trump,Billionaire,Twista,positive,money,2009,Donald Trump makin big money go-getter,http://genius.com/Twista-billionaire-lyrics,317,,,2009,"['Donald', 'Trump', 'makin', 'big', 'money', 'go-getter']"
357,Donald Trump,Which Is Cool,Royce da 5ï¿_Ûª9ï¿_Ûù,positive,hotel,2016,"Like Tommy Lee and Pam Anderson, I'm in the Trump Tower",http://genius.com/Royce-da-59-which-is-cool-lyrics,7572,3/21/16,TRUE,2016,"['Like', 'Tommy', 'Lee', 'and', 'Pam', 'Anderson', ""I'm"", 'in', 'the', 'Trump', 'Tower']"
358,Donald Trump,My Speech (Queen's Speech Remix),Sik World,neutral,political,2016,Tryna battle me's dumb / Like a Mexican voting for Donald Trump,http://genius.com/Sik-world-my-speech-queens-speech-remix-lyrics,12083,1/6/16,TRUE,2016,"['Tryna', 'battle', ""me's"", 'dumb', '/', 'Like', 'a', 'Mexican', 'voting', 'for', 'Donald', 'Trump']"
